"","module"
"TSPAN6|ENSG00000000003.15","salmon"
"RNU2-63P|ENSG00000222724.1","grey"
"RNU2-7P|ENSG00000222726.1","grey"
"RN7SKP106|ENSG00000222764.1","darkgrey"
"RNU2-68P|ENSG00000222810.1","grey"
"RNU6-920P|ENSG00000222858.1","grey"
"RNU4-78P|ENSG00000222872.1","grey"
"RN7SKP97|ENSG00000222898.1","grey"
"RNU6-564P|ENSG00000222915.1","grey"
"SNORD63B|ENSG00000222937.1","grey"
"RNU6-272P|ENSG00000222960.1","grey"
"RN7SKP268|ENSG00000223039.1","brown"
"RNU6-130P|ENSG00000223044.1","grey"
"RNA5SP155|ENSG00000223086.1","grey"
"RN7SKP296|ENSG00000223117.1","grey"
"SNORD71|ENSG00000223224.1","grey"
"RNA5SP294|ENSG00000223238.1","grey"
"RN7SKP53|ENSG00000223269.1","brown"
"RN7SKP30|ENSG00000223305.1","grey"
"RN7SKP273|ENSG00000223324.1","grey"
"RNU6-603P|ENSG00000223335.1","grey"
"ENSG00000223343|ENSG00000223343.1","grey"
"H2BP1|ENSG00000223345.5","grey"
"ENSG00000223356|ENSG00000223356.1","turquoise"
"FTH1P10|ENSG00000223361.5","grey"
"LINC01778|ENSG00000223382.6","grey"
"SDCBP2P1|ENSG00000223389.1","grey"
"ENSG00000223393|ENSG00000223393.2","pink"
"RPS10P7|ENSG00000223396.4","blue"
"MEG9|ENSG00000223403.7","turquoise"
"RPS26P15|ENSG00000223416.3","turquoise"
"TH2LCRR|ENSG00000223442.1","grey"
"TCAF1P1|ENSG00000223459.6","turquoise"
"GAPDHP69|ENSG00000223460.1","turquoise"
"VN1R42P|ENSG00000223476.1","grey"
"ZDHHC12-DT|ENSG00000223478.2","grey"
"NUTM2A-AS1|ENSG00000223482.10","blue"
"EXOSC6|ENSG00000223496.3","red"
"RNF14P4|ENSG00000223500.1","grey"
"VPS52|ENSG00000223501.9","grey"
"RPL23AP53|ENSG00000223508.5","grey"
"WHAMMP1|ENSG00000223509.8","greenyellow"
"ATP6V0E1P2|ENSG00000223513.1","grey"
"AFF2-IT1|ENSG00000223516.1","green"
"ENSG00000223522|ENSG00000223522.2","blue"
"RABGAP1L-IT1|ENSG00000223525.1","darkturquoise"
"EEF1A1P8|ENSG00000223529.1","grey"
"ENSG00000223536|ENSG00000223536.7","darkgrey"
"ZBTB24-DT|ENSG00000223537.3","grey"
"LINC00630|ENSG00000223546.9","darkgrey"
"ZNF844|ENSG00000223547.10","pink"
"ACSL6-AS1|ENSG00000223548.1","pink"
"TMSB4XP4|ENSG00000223551.1","grey"
"CCR5AS|ENSG00000223552.3","cyan"
"SMPD4P1|ENSG00000223553.6","tan"
"TRIM60P17|ENSG00000223558.1","tan"
"ENSG00000223559|ENSG00000223559.1","red"
"LINC03007|ENSG00000223561.8","grey"
"DHRSX-IT1|ENSG00000223571.6","grey"
"CKMT1A|ENSG00000223572.10","turquoise"
"TINCR|ENSG00000223573.7","brown"
"RBMX2P3|ENSG00000223575.2","grey"
"TVP23CP1|ENSG00000223584.1","grey"
"ENSG00000223599|ENSG00000223599.1","grey"
"ENSG00000223602|ENSG00000223602.2","tan"
"BCL10-AS1|ENSG00000223653.6","tan"
"HMGB3P10|ENSG00000223656.1","green"
"C1GALT1C1L|ENSG00000223658.8","grey"
"ENSG00000223665|ENSG00000223665.1","grey"
"LINC00571|ENSG00000223685.8","purple"
"DIP2A-IT1|ENSG00000223692.1","blue"
"ADH5P3|ENSG00000223694.1","black"
"MYH9-DT|ENSG00000223695.1","grey"
"RAET1E-AS1|ENSG00000223701.3","grey"
"LINC01422|ENSG00000223704.2","yellow"
"NSUN5P1|ENSG00000223705.11","royalblue"
"ENSG00000223711|ENSG00000223711.2","turquoise"
"LINC01208|ENSG00000223715.3","green"
"TFDP1P2|ENSG00000223723.1","darkgrey"
"ENSG00000223725|ENSG00000223725.6","grey"
"ENSG00000223727|ENSG00000223727.6","grey"
"CCDC18-AS1|ENSG00000223745.8","yellow"
"MIR503HG|ENSG00000223749.11","cyan"
"SIRPB3P|ENSG00000223750.1","black"
"TSSC2|ENSG00000223756.8","tan"
"LINC02593|ENSG00000223764.2","yellow"
"LINC00205|ENSG00000223768.4","turquoise"
"CD99P1|ENSG00000223773.9","cyan"
"ENSG00000223774|ENSG00000223774.5","blue"
"ENSG00000223779|ENSG00000223779.6","grey"
"LINP1|ENSG00000223784.2","tan"
"ENSG00000223787|ENSG00000223787.2","grey"
"ENTPD3-AS1|ENSG00000223797.8","yellow"
"CERS1|ENSG00000223802.9","grey"
"ENSG00000223804|ENSG00000223804.5","blue"
"PYDC2-AS1|ENSG00000223812.8","black"
"PRR15-DT|ENSG00000223813.5","grey"
"CFL1P1|ENSG00000223820.5","black"
"DAZAP2P1|ENSG00000223825.5","grey"
"ENSG00000223834|ENSG00000223834.5","grey"
"ENSG00000223838|ENSG00000223838.2","grey"
"FAM95B1|ENSG00000223839.8","turquoise"
"EFCAB6-AS1|ENSG00000223843.5","brown"
"ENSG00000223849|ENSG00000223849.1","grey"
"PDGFA-DT|ENSG00000223855.4","grey"
"HLA-DPB1|ENSG00000223865.11","cyan"
"LINC01921|ENSG00000223874.2","darkgrey"
"OSER1-DT|ENSG00000223891.7","grey"
"LINC02471|ENSG00000223914.5","grey"
"ENSG00000223916|ENSG00000223916.1","grey"
"ASS1P2|ENSG00000223922.1","grey"
"TNS1-AS1|ENSG00000223923.2","salmon"
"NUP35P1|ENSG00000223928.1","darkorange"
"ENSG00000223930|ENSG00000223930.9","black"
"LGALSL-DT|ENSG00000223935.3","black"
"LINC01014|ENSG00000223941.5","purple"
"ENSG00000223942|ENSG00000223942.2","brown"
"ENSG00000223944|ENSG00000223944.3","brown"
"ENSG00000223947|ENSG00000223947.1","grey"
"AFG3L1P|ENSG00000223959.10","blue"
"CHROMR|ENSG00000223960.9","black"
"THAP12P8|ENSG00000223963.2","green"
"ENSG00000223969|ENSG00000223969.7","grey"
"RPL32P35|ENSG00000223995.2","green"
"YES1P1|ENSG00000224003.1","green"
"ENSG00000224014|ENSG00000224014.1","grey"
"ENSG00000224015|ENSG00000224015.1","grey"
"ENSG00000224016|ENSG00000224016.2","tan"
"RPL21P32|ENSG00000224019.1","yellow"
"MIR181A2HG|ENSG00000224020.3","blue"
"EDRF1-DT|ENSG00000224023.10","grey"
"TCEAL3-AS1|ENSG00000224031.1","grey"
"EPB41L4A-AS1|ENSG00000224032.9","darkgreen"
"CCNT2-AS1|ENSG00000224043.9","brown"
"DMTF1-AS1|ENSG00000224046.3","grey"
"CPTP|ENSG00000224051.7","turquoise"
"CALCRL-AS1|ENSG00000224063.6","grey"
"ENSG00000224066|ENSG00000224066.1","darkturquoise"
"ENSG00000224067|ENSG00000224067.2","grey"
"SNHG14|ENSG00000224078.15","green"
"UBE2FP1|ENSG00000224080.1","yellow"
"SLC44A3-AS1|ENSG00000224081.10","lightgreen"
"MTCO1P11|ENSG00000224083.1","grey"
"PPM1F-AS1|ENSG00000224086.6","black"
"BCAR3-AS1|ENSG00000224093.7","brown"
"ENSG00000224097|ENSG00000224097.5","grey"
"CYP4F25P|ENSG00000224106.1","turquoise"
"CENPVL3|ENSG00000224109.4","darkgrey"
"ENSG00000224114|ENSG00000224114.1","grey"
"INHBA-AS1|ENSG00000224116.7","green"
"AMMECR1-IT1|ENSG00000224142.1","grey"
"BAZ2B-AS1|ENSG00000224152.3","grey"
"LINC02054|ENSG00000224153.3","grey"
"LINC02828|ENSG00000224164.2","grey"
"DNAJC27-AS1|ENSG00000224165.8","black"
"LINC01357|ENSG00000224167.3","grey"
"SDHDP6|ENSG00000224183.1","grey"
"MIR3681HG|ENSG00000224184.7","brown"
"SNX18P9|ENSG00000224185.1","grey"
"PITX1-AS1|ENSG00000224186.8","purple"
"HAGLR|ENSG00000224189.8","blue"
"PHEX-AS1|ENSG00000224204.1","black"
"C10orf67-AS1|ENSG00000224215.1","grey"
"ENSG00000224216|ENSG00000224216.1","grey"
"LINC02636|ENSG00000224222.2","black"
"VSTM2A-OT1|ENSG00000224223.1","red"
"OR2L1P|ENSG00000224227.3","black"
"KCTD5P1|ENSG00000224232.1","grey"
"OR2J4P|ENSG00000224233.1","purple"
"MICOS10P3|ENSG00000224237.1","green"
"SOX1-OT|ENSG00000224243.2","darkgrey"
"PDCL3P6|ENSG00000224255.2","black"
"VWC2L-IT1|ENSG00000224257.1","brown"
"RPSAP18|ENSG00000224261.2","grey"
"EPIC1|ENSG00000224271.8","brown"
"ENSG00000224272|ENSG00000224272.2","grey"
"RABGEF1P3|ENSG00000224273.2","brown"
"ENSG00000224280|ENSG00000224280.1","grey"
"SLC25A5-AS1|ENSG00000224281.6","grey"
"OLFM5P|ENSG00000224295.3","grey"
"LINC02975|ENSG00000224307.4","cyan"
"MCCD1P2|ENSG00000224312.1","grey"
"RPL7P7|ENSG00000224315.2","yellow"
"GTF2IP5|ENSG00000224316.1","grey"
"CHL1-AS2|ENSG00000224318.6","grey"
"THAP5P1|ENSG00000224324.1","grey"
"ENSG00000224331|ENSG00000224331.2","salmon"
"SC4MOP|ENSG00000224339.1","saddlebrown"
"ENSG00000224348|ENSG00000224348.2","turquoise"
"FAM135A-AS1|ENSG00000224349.2","grey"
"ENSG00000224356|ENSG00000224356.5","yellow"
"TMCO1-AS1|ENSG00000224358.1","yellow"
"OACYLP|ENSG00000224367.6","green"
"ENSG00000224376|ENSG00000224376.3","grey"
"PRR29|ENSG00000224383.8","saddlebrown"
"BACE2-IT1|ENSG00000224388.1","lightgreen"
"C4B|ENSG00000224389.9","pink"
"ENSG00000224404|ENSG00000224404.2","brown"
"HSP90AA2P|ENSG00000224411.3","grey"
"ENSG00000224415|ENSG00000224415.1","skyblue"
"STK24-AS1|ENSG00000224418.1","grey"
"ADM5|ENSG00000224420.4","grey"
"PRKAR2A-AS1|ENSG00000224424.8","blue"
"LINC00539|ENSG00000224429.10","blue"
"MKRN5P|ENSG00000224430.2","black"
"PIGUP1|ENSG00000224437.2","tan"
"RPL4P7|ENSG00000224442.1","blue"
"ATP5PBP1|ENSG00000224451.2","yellow"
"GUSBP6|ENSG00000224458.3","grey"
"PGAM1P6|ENSG00000224464.2","grey"
"ATXN1L|ENSG00000224470.9","skyblue"
"MTCO3P19|ENSG00000224471.2","grey"
"ENSG00000224479|ENSG00000224479.6","turquoise"
"HNRNPA3P14|ENSG00000224494.1","black"
"HEXIM2-AS1|ENSG00000224505.4","yellow"
"MRPS9-AS2|ENSG00000224509.4","grey"
"LINC00365|ENSG00000224511.2","grey"
"LINC00620|ENSG00000224514.3","brown"
"ENSG00000224523|ENSG00000224523.1","green"
"ENSG00000224525|ENSG00000224525.2","grey"
"PPIAP10|ENSG00000224530.1","brown"
"SMIM13|ENSG00000224531.6","red"
"TMLHE-AS1|ENSG00000224533.4","grey"
"CSRP1-AS1|ENSG00000224536.2","blue"
"EIF4BP3|ENSG00000224546.2","grey"
"NDUFA4P1|ENSG00000224550.1","grey"
"RPS26P20|ENSG00000224553.1","grey"
"HLA-DPB2|ENSG00000224557.9","darkgrey"
"LINC01886|ENSG00000224568.3","red"
"LINC01117|ENSG00000224577.4","grey"
"HNRNPA1L3|ENSG00000224578.5","greenyellow"
"MIR3659HG|ENSG00000224592.5","green"
"ENSG00000224593|ENSG00000224593.1","tan"
"ZMIZ1-AS1|ENSG00000224596.9","black"
"SVIL-AS1|ENSG00000224597.12","brown"
"FGGY-DT|ENSG00000224609.8","darkgrey"
"RNPC3-DT|ENSG00000224613.7","red"
"RTCA-AS1|ENSG00000224616.5","yellow"
"RPS27AP16|ENSG00000224631.4","steelblue"
"ENSG00000224635|ENSG00000224635.2","grey"
"LINC01823|ENSG00000224655.7","grey"
"SH3BP5-AS1|ENSG00000224660.2","yellow"
"RPL36AP53|ENSG00000224664.2","salmon"
"IPO8P1|ENSG00000224668.1","darkgrey"
"RPL17P10|ENSG00000224672.4","yellow"
"PLA2G12AP1|ENSG00000224680.4","grey"
"ELOCP23|ENSG00000224686.1","grey"
"RASAL2-AS1|ENSG00000224687.2","grey"
"ZNF812P|ENSG00000224689.11","cyan"
"LAMTOR5-AS1|ENSG00000224699.11","grey"
"E2F3-IT1|ENSG00000224707.1","green"
"NPIPA3|ENSG00000224712.13","grey"
"ENSG00000224715|ENSG00000224715.1","grey"
"IMPDH1P8|ENSG00000224728.1","black"
"PCOLCE-AS1|ENSG00000224729.6","grey"
"ENSG00000224738|ENSG00000224738.2","grey"
"ENSG00000224739|ENSG00000224739.2","blue"
"CCNYL4|ENSG00000224761.4","midnightblue"
"MUC20P1|ENSG00000224769.1","grey"
"ATP2B2-IT2|ENSG00000224771.2","darkturquoise"
"BRAFP1|ENSG00000224775.2","grey"
"CETN4P|ENSG00000224786.3","midnightblue"
"ENSG00000224789|ENSG00000224789.1","grey"
"HLCS-AS1|ENSG00000224790.3","grey"
"IQCF4P|ENSG00000224792.7","brown"
"NTM-AS1|ENSG00000224795.4","blue"
"RPL32P1|ENSG00000224796.1","grey"
"TUBB4BP2|ENSG00000224802.2","grey"
"LINC00853|ENSG00000224805.2","grey"
"ENSG00000224810|ENSG00000224810.1","grey"
"TMEM72-AS1|ENSG00000224812.4","darkturquoise"
"ENSG00000224819|ENSG00000224819.2","brown"
"THRB-IT1|ENSG00000224822.1","brown"
"RORB-AS1|ENSG00000224825.2","brown"
"OR2X1P|ENSG00000224830.2","grey"
"TMEM183BP|ENSG00000224831.3","red"
"LINC00240|ENSG00000224843.8","blue"
"NQO2-AS1|ENSG00000224846.3","grey"
"ENSG00000224848|ENSG00000224848.4","brown"
"YBX1P1|ENSG00000224861.1","grey"
"MRPL20-AS1|ENSG00000224870.9","skyblue"
"NDUFAF8|ENSG00000224877.4","lightcyan"
"EIPR1-IT1|ENSG00000224885.1","turquoise"
"ENSG00000224886|ENSG00000224886.2","turquoise"
"ENSG00000224888|ENSG00000224888.4","brown"
"RPS4XP16|ENSG00000224892.6","yellow"
"LINC02840|ENSG00000224893.7","green"
"VPS26BP1|ENSG00000224895.1","yellow"
"POT1-AS1|ENSG00000224897.9","grey"
"RNF32-AS1|ENSG00000224903.2","grey"
"ENSG00000224905|ENSG00000224905.8","black"
"LINC00863|ENSG00000224914.4","grey"
"LINC00320|ENSG00000224924.9","blue"
"KRT8P30|ENSG00000224928.2","black"
"GOT1-DT|ENSG00000224934.6","yellow"
"LINC00184|ENSG00000224939.1","black"
"PRRT4|ENSG00000224940.9","black"
"CASC6|ENSG00000224944.2","green"
"ENSG00000224945|ENSG00000224945.1","brown"
"ENSG00000224950|ENSG00000224950.2","pink"
"KCTD10P1|ENSG00000224955.1","black"
"LINC01266|ENSG00000224957.7","grey"
"LINC01752|ENSG00000224961.3","tan"
"ECMXP|ENSG00000224963.3","skyblue"
"KCNC4-DT|ENSG00000224965.1","tan"
"ENSG00000224967|ENSG00000224967.1","grey"
"ENSG00000224972|ENSG00000224972.1","yellow"
"INE1|ENSG00000224975.1","royalblue"
"PARP4P2|ENSG00000224976.2","tan"
"ENSG00000224981|ENSG00000224981.1","darkturquoise"
"TMEM233|ENSG00000224982.4","brown"
"ENSG00000224985|ENSG00000224985.1","grey"
"PPP1R8P1|ENSG00000224986.2","blue"
"TWF1P2|ENSG00000225008.1","grey"
"KCTD9P1|ENSG00000225014.1","tan"
"ENSG00000225026|ENSG00000225026.1","grey"
"EIF4BP7|ENSG00000225031.1","grey"
"ENSG00000225032|ENSG00000225032.5","royalblue"
"HMGB3P22|ENSG00000225051.5","grey"
"RPL23AP2|ENSG00000225067.4","grey"
"DAP3P1|ENSG00000225082.2","grey"
"GRTP1-AS1|ENSG00000225083.2","grey"
"ENSG00000225092|ENSG00000225092.2","pink"
"ENSG00000225096|ENSG00000225096.3","grey"
"OR52K3P|ENSG00000225101.7","cyan"
"PNMA6F|ENSG00000225110.3","black"
"ENSG00000225111|ENSG00000225111.3","grey"
"RANP4|ENSG00000225125.2","grey"
"LINC00237|ENSG00000225127.4","grey"
"DYNC1I2P1|ENSG00000225137.1","grey"
"SLC9A3-AS1|ENSG00000225138.8","turquoise"
"ENSG00000225140|ENSG00000225140.2","blue"
"GOLGA2P7|ENSG00000225151.10","darkturquoise"
"OSTM1-AS1|ENSG00000225174.2","grey"
"NHSL1-AS1|ENSG00000225177.6","grey"
"LINC00457|ENSG00000225179.2","grey"
"PVALEF|ENSG00000225180.8","blue"
"ENSG00000225187|ENSG00000225187.1","grey"
"PLEKHM1|ENSG00000225190.12","magenta"
"ZNF33BP1|ENSG00000225192.1","grey"
"RPS12P26|ENSG00000225193.5","black"
"LINC00092|ENSG00000225194.4","grey"
"ENSG00000225200|ENSG00000225200.2","grey"
"ENSG00000225203|ENSG00000225203.2","grey"
"PDK1-AS1|ENSG00000225205.5","grey"
"MIR137HG|ENSG00000225206.12","darkgrey"
"ENSG00000225208|ENSG00000225208.1","brown"
"DUXAP9|ENSG00000225210.10","grey"
"ENSG00000225213|ENSG00000225213.2","turquoise"
"SMARCE1P1|ENSG00000225215.1","yellow"
"HSPA7|ENSG00000225217.1","pink"
"ENSG00000225218|ENSG00000225218.1","grey"
"RPS27AP12|ENSG00000225224.1","grey"
"LINC02470|ENSG00000225231.2","grey"
"LINC00378|ENSG00000225249.6","grey"
"RPL5P25|ENSG00000225251.1","black"
"ST13P6|ENSG00000225259.4","grey"
"ZNRF2P2|ENSG00000225264.3","magenta"
"TAF1A-AS1|ENSG00000225265.2","grey"
"ENSG00000225279|ENSG00000225279.2","blue"
"LINC01770|ENSG00000225285.1","grey"
"LINC02935|ENSG00000225292.2","grey"
"ENSG00000225299|ENSG00000225299.1","brown"
"ENSG00000225300|ENSG00000225300.1","grey"
"ENSG00000225330|ENSG00000225330.1","saddlebrown"
"LINC01678|ENSG00000225331.2","grey"
"ENSG00000225333|ENSG00000225333.6","grey"
"LINC02813|ENSG00000225334.3","green"
"ENSG00000225335|ENSG00000225335.3","grey"
"ENSG00000225339|ENSG00000225339.4","brown"
"LRRK2-DT|ENSG00000225342.2","brown"
"SNX18P3|ENSG00000225345.3","blue"
"ANKRD49P2|ENSG00000225349.2","grey"
"ENSG00000225356|ENSG00000225356.3","grey"
"MIPEPP1|ENSG00000225358.1","grey"
"PPP1R26-AS1|ENSG00000225361.4","black"
"TMEM246-AS1|ENSG00000225376.6","blue"
"NRSN2-AS1|ENSG00000225377.6","grey"
"SFTA1P|ENSG00000225383.8","grey"
"LRRC3B-AS1|ENSG00000225386.2","grey"
"PGM5P4|ENSG00000225398.3","purple"
"ENSG00000225399|ENSG00000225399.4","salmon"
"TGIF2P1|ENSG00000225401.2","grey"
"ENSG00000225408|ENSG00000225408.1","blue"
"AKR1C5P|ENSG00000225418.1","purple"
"ENSG00000225421|ENSG00000225421.2","purple"
"TNPO1P1|ENSG00000225423.1","yellow"
"LINC01504|ENSG00000225434.5","pink"
"BOLA3-DT|ENSG00000225439.4","brown"
"LINC01763|ENSG00000225446.3","blue"
"RPS15AP10|ENSG00000225447.1","yellow"
"RAB6C-AS1|ENSG00000225449.3","blue"
"ENSG00000225451|ENSG00000225451.1","grey"
"RFPL1S|ENSG00000225465.10","turquoise"
"JPX|ENSG00000225470.9","yellow"
"NFIB-AS1|ENSG00000225472.2","grey"
"ATP13A4-AS1|ENSG00000225473.1","grey"
"ENSG00000225477|ENSG00000225477.3","turquoise"
"PLCB1-IT1|ENSG00000225479.1","turquoise"
"NUTM2B-AS1|ENSG00000225484.7","grey"
"ENSG00000225489|ENSG00000225489.8","grey"
"GBP1P1|ENSG00000225492.6","pink"
"ENSG00000225498|ENSG00000225498.1","grey"
"CYP4A22-AS1|ENSG00000225506.2","turquoise"
"PCDH8P1|ENSG00000225510.2","green"
"ENSG00000225513|ENSG00000225513.1","black"
"MTND1P34|ENSG00000225514.1","grey"
"LINC01703|ENSG00000225518.3","grey"
"MKRN2OS|ENSG00000225526.6","brown"
"ENSG00000225527|ENSG00000225527.1","grey"
"LINC01821|ENSG00000225539.9","brown"
"ENSG00000225555|ENSG00000225555.2","grey"
"C2CD4D|ENSG00000225556.2","grey"
"ENSG00000225568|ENSG00000225568.1","grey"
"CCT4P2|ENSG00000225569.1","grey"
"EDNRB-AS1|ENSG00000225579.2","grey"
"ENSG00000225591|ENSG00000225591.2","grey"
"LINC01623|ENSG00000225595.2","grey"
"ENSG00000225605|ENSG00000225605.3","grey"
"ZNF469|ENSG00000225614.4","turquoise"
"AGBL4-IT1|ENSG00000225623.1","grey"
"MTND2P28|ENSG00000225630.1","grey"
"ENSG00000225643|ENSG00000225643.1","blue"
"ENSG00000225647|ENSG00000225647.2","purple"
"SBDSP1|ENSG00000225648.7","darkgreen"
"ENSG00000225649|ENSG00000225649.7","brown"
"ENSG00000225655|ENSG00000225655.7","green"
"ENSG00000225660|ENSG00000225660.1","blue"
"ENSG00000225662|ENSG00000225662.2","grey"
"MCRIP1|ENSG00000225663.8","turquoise"
"SAR1AP3|ENSG00000225665.4","grey"
"ENSG00000225673|ENSG00000225673.3","yellow"
"LRP8-DT|ENSG00000225675.2","brown"
"ENSG00000225681|ENSG00000225681.2","grey"
"PACRG-AS3|ENSG00000225683.6","blue"
"FAM225B|ENSG00000225684.4","yellow"
"ENSG00000225689|ENSG00000225689.2","green"
"LAGE3P1|ENSG00000225693.1","royalblue"
"SLC26A6|ENSG00000225697.13","royalblue"
"PTPRD-AS1|ENSG00000225706.3","blue"
"ASH2LP3|ENSG00000225724.1","grey"
"FAM66E|ENSG00000225725.4","grey"
"ENSG00000225726|ENSG00000225726.1","grey"
"PDE9A-AS1|ENSG00000225731.1","grey"
"FGD5-AS1|ENSG00000225733.8","yellow"
"MEG8|ENSG00000225746.13","green"
"DBH-AS1|ENSG00000225756.1","brown"
"ENSG00000225761|ENSG00000225761.1","pink"
"P3H2-AS1|ENSG00000225764.3","black"
"DHRS4L1|ENSG00000225766.12","grey"
"SIRPAP1|ENSG00000225774.2","grey"
"PROSER2-AS1|ENSG00000225778.5","grey"
"ENSG00000225779|ENSG00000225779.1","grey"
"MIAT|ENSG00000225783.9","brown"
"TRAM2-AS1|ENSG00000225791.7","greenyellow"
"SNX10-AS1|ENSG00000225792.3","grey"
"TMEM30A-DT|ENSG00000225793.5","yellow"
"ENSG00000225806|ENSG00000225806.8","grey"
"ENSG00000225807|ENSG00000225807.2","grey"
"DNAJC19P5|ENSG00000225808.1","yellow"
"FAM229A|ENSG00000225828.2","grey"
"ERCC6|ENSG00000225830.16","grey"
"MKRN7P|ENSG00000225849.2","grey"
"RUSC1-AS1|ENSG00000225855.7","royalblue"
"ENSG00000225867|ENSG00000225867.2","blue"
"ENSG00000225871|ENSG00000225871.2","pink"
"LINC01529|ENSG00000225872.6","brown"
"C3orf86|ENSG00000225873.4","grey"
"PSG8-AS1|ENSG00000225877.3","blue"
"LINC00115|ENSG00000225880.6","grey"
"ENSG00000225884|ENSG00000225884.3","tan"
"ENSG00000225889|ENSG00000225889.10","blue"
"DHDDS-AS1|ENSG00000225891.2","blue"
"HSPE1P13|ENSG00000225900.1","grey"
"ANKRD65-AS1|ENSG00000225905.1","blue"
"RPS27P16|ENSG00000225907.1","grey"
"TSBP1-AS1|ENSG00000225914.5","grey"
"NOL7|ENSG00000225921.7","greenyellow"
"PCA3|ENSG00000225937.3","green"
"S1PR1-DT|ENSG00000225938.3","lightyellow"
"ZFAND3-DT|ENSG00000225945.1","grey"
"LINC02648|ENSG00000225948.2","blue"
"SATB2-AS1|ENSG00000225953.5","darkorange"
"ENSG00000225963|ENSG00000225963.8","grey"
"NRIR|ENSG00000225964.6","grey"
"ENSG00000225965|ENSG00000225965.1","grey"
"ELFN1|ENSG00000225968.8","turquoise"
"MTND1P23|ENSG00000225972.1","grey"
"PIGBOS1|ENSG00000225973.4","greenyellow"
"ZNF567-DT|ENSG00000225975.8","green"
"HAR1A|ENSG00000225978.3","turquoise"
"MICALL2-DT|ENSG00000225981.3","grey"
"LAMP5-AS1|ENSG00000225988.1","grey"
"RPL23AP34|ENSG00000225991.1","grey"
"GTF2IP14|ENSG00000226002.1","grey"
"LINC02660|ENSG00000226005.6","purple"
"FAM88F|ENSG00000226007.3","grey"
"KCNIP2-AS1|ENSG00000226009.3","grey"
"ENSG00000226010|ENSG00000226010.1","grey"
"CCT8P1|ENSG00000226015.2","yellow"
"RWDD3-DT|ENSG00000226026.7","yellow"
"LINC01772|ENSG00000226029.1","yellow"
"FGF13-AS1|ENSG00000226031.5","grey"
"ENSG00000226045|ENSG00000226045.1","grey"
"YBX1P8|ENSG00000226048.1","black"
"TLK2P1|ENSG00000226049.3","brown"
"ZNF503-AS1|ENSG00000226051.10","grey"
"LINC01776|ENSG00000226053.1","black"
"MEMO1P1|ENSG00000226054.2","grey"
"PAICSP1|ENSG00000226055.2","grey"
"MTND4P32|ENSG00000226056.1","grey"
"LINC00623|ENSG00000226067.7","grey"
"LINC00951|ENSG00000226070.2","black"
"ENSG00000226072|ENSG00000226072.1","purple"
"SLC39A12-AS1|ENSG00000226083.5","grey"
"ENSG00000226084|ENSG00000226084.5","grey"
"UQCRFS1P1|ENSG00000226085.3","grey"
"ENSG00000226087|ENSG00000226087.4","green"
"LINC00937|ENSG00000226091.7","black"
"SEPTIN7P3|ENSG00000226102.3","blue"
"RPL36AP54|ENSG00000226107.1","black"
"FCF1P4|ENSG00000226112.1","turquoise"
"ENSG00000226113|ENSG00000226113.1","grey"
"AHCTF1P1|ENSG00000226121.2","grey"
"FTCDNL1|ENSG00000226124.9","blue"
"LINC01907|ENSG00000226125.2","grey"
"ENSG00000226134|ENSG00000226134.1","black"
"BAIAP2-DT|ENSG00000226137.5","brown"
"ENSG00000226149|ENSG00000226149.6","black"
"TEX22|ENSG00000226174.7","royalblue"
"LINC00685|ENSG00000226179.6","grey"
"ENSG00000226180|ENSG00000226180.3","grey"
"CLK3P2|ENSG00000226191.3","grey"
"LINC02519|ENSG00000226194.6","grey"
"SGMS1-AS1|ENSG00000226200.7","purple"
"WASH8P|ENSG00000226210.3","grey"
"RPS12P5|ENSG00000226216.1","pink"
"RPL26P19|ENSG00000226221.1","grey"
"NPIPB14P|ENSG00000226232.8","grey"
"GAS1RR|ENSG00000226237.4","salmon"
"ENSG00000226239|ENSG00000226239.2","brown"
"LINC00381|ENSG00000226240.2","grey"
"LINC02608|ENSG00000226251.8","grey"
"MRPL35P3|ENSG00000226253.1","grey"
"PTP4A1P3|ENSG00000226254.1","grey"
"GRM7-AS3|ENSG00000226258.7","green"
"GTF2H2B|ENSG00000226259.10","grey"
"ENSG00000226266|ENSG00000226266.8","brown"
"ENSG00000226277|ENSG00000226277.2","turquoise"
"PSPHP1|ENSG00000226278.1","grey"
"TMEM191A|ENSG00000226287.9","turquoise"
"ENSG00000226308|ENSG00000226308.2","purple"
"ENSG00000226310|ENSG00000226310.2","grey"
"ZKSCAN8P1|ENSG00000226314.9","brown"
"RPS3AP38|ENSG00000226318.1","yellow"
"LINC01811|ENSG00000226320.6","brown"
"CROCC2|ENSG00000226321.6","purple"
"NUP50-DT|ENSG00000226328.8","turquoise"
"ENSG00000226329|ENSG00000226329.2","saddlebrown"
"ENSG00000226332|ENSG00000226332.2","grey"
"PSPC1-AS2|ENSG00000226352.2","grey"
"ENSG00000226355|ENSG00000226355.2","brown"
"RPL10AP6|ENSG00000226360.5","grey"
"ENSG00000226375|ENSG00000226375.1","grey"
"MYO1D-DT|ENSG00000226377.2","brown"
"LINC01876|ENSG00000226383.7","purple"
"ENSG00000226396|ENSG00000226396.1","pink"
"ENSG00000226405|ENSG00000226405.1","blue"
"RBMX2P1|ENSG00000226406.1","grey"
"ENSG00000226409|ENSG00000226409.3","white"
"ENSG00000226410|ENSG00000226410.1","pink"
"TPI1P1|ENSG00000226415.1","red"
